Employer_No,Cash_Received_Date,Total_Amt
100896,8/09/2017,800
100900,15/12/2017,567.12
100698,6/04/2018,3414.88
100896,20/04/2018,808.49
100896,23/07/2018,550.52
100263,6/07/2017,664.24
100698,8/01/2019,4792.62
100222,2/07/2018,14641
100115,1/08/2018,1549.64
100663,27/08/2018,310.65
100988,18/09/2018,111.39
100548,29/11/2018,1742.8
100222,14/11/2018,8810.04
100119,4/10/2018,1034.52
100309,25/10/2018,317.68
100412,22/10/2018,915.23
100060,21/07/2017,580
100309,20/07/2017,745.04
100973,4/07/2017,1213.35
100115,29/06/2018,1854.4
100060,2/07/2018,1060
100309,27/06/2018,382.34
100499,24/07/2018,29748.29
100301,28/09/2018,6045.47
100119,5/06/2018,1022.72
100312,6/04/2018,3404.8
100412,29/06/2018,834.96
100601,1/06/2018,918.87
100674,16/10/2017,866.19
100884,2/07/2018,639.42
100674,21/08/2018,469.03
100301,2/10/2018,1112.64
100698,7/03/2018,3411.91
100115,27/10/2017,1475.92
100060,15/12/2017,344
100309,19/10/2017,304.06
100499,25/10/2017,30114.75
100412,24/10/2017,2888.58
100988,1/12/2017,266
100973,4/05/2018,3173.26
100900,18/10/2017,520.96
100309,20/07/2018,307
100499,24/07/2018,40879.43
100562,28/06/2018,486.4
100640,23/07/2018,404.32
100693,2/07/2018,922.45
100622,27/07/2017,100
100985,20/06/2018,566.04
100412,26/07/2018,6442.43
100767,12/01/2018,5250
100309,28/03/2018,697.04
100235,4/05/2018,500
100412,3/04/2018,2658.16
100306,28/03/2018,615.03
100900,14/03/2018,10674.55
100115,29/03/2018,1583.84
100301,8/06/2018,3378.05
100658,6/11/2018,4172.86
100306,28/11/2018,845.94
100900,16/11/2018,7873.63
100640,29/11/2018,462.08
100317,5/10/2017,1231.2
100006,31/10/2017,620.78
100306,27/09/2017,402.95
100900,18/10/2017,8948.53
100119,2/10/2017,986.48
100510,18/10/2017,604.55
100985,26/09/2017,411.67
100499,25/10/2017,1284.4
100640,21/07/2017,375.44
100301,4/12/2017,666.19
100317,23/04/2018,1231.2
100006,22/03/2018,1078.64
100548,2/03/2018,1685.4
100412,3/04/2018,2648.15
100899,31/07/2017,839.8
100548,10/07/2018,1537.51
100693,5/06/2018,634
100309,11/09/2017,302.43
100510,14/08/2017,604.55
100985,25/07/2017,411.67
100622,27/07/2017,100
100884,1/09/2017,498.75
100640,4/06/2018,404.32
100421,21/08/2018,296
100601,28/12/2017,515.89
100562,15/03/2018,426
100235,9/01/2018,450
100640,2/01/2018,404.32
100421,23/02/2018,296
100900,16/11/2017,804.52
100698,7/12/2018,4709.9
100510,3/05/2018,478.14
100510,3/05/2018,478.14
100510,3/05/2018,478.14
100402,24/05/2018,430.85
100479,18/04/2018,62.91
100317,23/04/2018,494
100317,23/04/2018,836
100263,15/12/2017,577.6
100026,19/12/2017,1061.91
100548,29/11/2018,1787.08
100222,22/11/2018,167.3
100985,23/11/2018,566.04
100306,28/12/2018,676.8
100900,19/12/2018,7298.48
100500,2/01/2019,327.17
100522,13/12/2018,2580.66
100658,11/12/2018,2547.36
100698,21/06/2018,561.74
100767,25/07/2018,6000
100900,14/09/2017,8428.28
100222,23/02/2018,9372.02
100115,19/02/2018,1979.8
100060,13/04/2018,1060
100309,1/03/2018,696.78
100306,27/02/2018,839.08
100900,15/02/2018,8414.5
100510,23/04/2018,604.45
100985,25/01/2018,411.67
100658,6/02/2018,2668.32
100562,28/06/2018,426
100235,26/02/2018,500
100640,2/03/2018,505.4
100412,29/06/2018,3152.28
100500,21/06/2018,420.65
100658,8/06/2018,4703.18
100301,4/12/2017,2202.17
100119,3/08/2017,986.48
100658,7/08/2017,4880.99
100548,10/07/2018,1490.77
100900,15/06/2018,2474.46
100698,8/10/2018,403.75
100499,24/07/2017,25841.22
100060,10/09/2018,1060
100309,27/08/2018,317.68
100562,27/09/2018,486.4
100899,1/11/2018,982.54
100263,7/09/2018,1032.46
100412,22/10/2018,2182.71
100640,11/10/2018,433.2
100222,11/09/2018,11062.55
100115,29/10/2018,1538.24
100309,24/09/2018,397.1
100693,8/10/2018,847.4
100846,10/07/2017,2994.4
100412,22/10/2018,1671.97
100640,27/10/2017,404.32
100894,24/10/2017,109.44
100317,5/10/2017,1226.45
100006,2/10/2017,638.95
100548,18/11/2017,2243.94
100301,4/12/2017,2749.74
100119,4/09/2017,986.48
100548,13/07/2017,628.5
100263,12/10/2017,577.6
100900,18/06/2018,190.92
100499,26/04/2018,31601.45
100658,5/04/2018,4890.77
100562,28/06/2018,571.6
100235,10/05/2018,390
100642,31/05/2018,912.68
100222,2/07/2018,14352.98
100306,27/06/2018,792.67
100900,15/06/2018,8009.6
100985,25/05/2018,452.83
100640,22/06/2018,505.4
100317,5/10/2017,1539
100006,2/10/2017,556.68
100548,18/11/2017,2118.38
100060,11/06/2018,1060
100309,30/05/2018,750.82
100306,28/05/2018,644.96
100900,14/05/2018,8511.04
100510,16/05/2018,515.96
100402,7/08/2018,186.66
100522,10/08/2018,4774.43
100402,1/10/2018,172.28
100263,5/10/2018,1032.46
100301,5/10/2018,1075.29
100522,17/10/2018,2678.98
100500,14/11/2018,375.11
100985,21/08/2018,566.04
100698,7/11/2018,228.23
100412,26/10/2018,28.5
100412,22/10/2018,1448.25
100698,7/11/2018,4194.9
100548,18/11/2017,2118.38
100412,24/10/2017,2837.4
100698,4/08/2017,3219.26
100674,12/02/2018,738.66
100562,28/06/2018,608
100235,18/06/2018,650
100479,7/06/2018,313.14
100640,24/08/2017,404.32
100601,2/03/2018,88.49
100674,29/06/2018,363.3
100317,5/10/2017,1235
100548,13/07/2017,1102.7
100412,21/07/2017,3177.51
100500,31/07/2017,726.34
100900,17/07/2017,9055.85
100270,4/07/2017,500
100235,24/07/2017,570
100900,17/07/2017,520.96
100317,3/07/2017,1485.8
100006,31/07/2017,2222.6
100301,8/06/2018,4653.71
100119,3/04/2018,1034.52
100622,22/03/2018,50
100500,10/11/2017,736.47
100060,14/03/2018,1060
100309,25/01/2018,830.57
100499,29/01/2018,48715.26
100500,21/03/2018,794.37
100306,30/01/2018,482.4
100900,12/01/2018,8622.11
100301,26/04/2018,2689.22
100622,22/03/2018,50
100658,2/01/2018,4415.75
100421,23/02/2018,296
100658,5/10/2018,3365.19
100622,11/10/2018,50
100115,29/10/2018,1538.24
100548,13/07/2017,1125.55
100548,29/11/2018,1909.22
100222,22/11/2018,8750.96
100119,5/11/2018,1047.02
100900,18/08/2017,520.96
100301,8/06/2018,3275.59
100119,29/01/2018,920.38
100622,27/07/2017,100
100500,30/04/2018,965.23
100693,9/04/2018,667.85
100412,30/04/2018,2668.35
100222,17/11/2017,7773.68
100115,23/11/2017,1901.9
100119,2/11/2017,989.24
100658,3/11/2017,4655.99
100640,12/12/2017,395.96
100674,18/06/2018,364.49
100896,19/07/2017,2528.08
100263,13/08/2018,1290.58
100674,17/09/2018,525.96
100973,2/11/2018,2807.63
100896,20/04/2018,808.49
100896,26/10/2018,550.52
100884,14/11/2018,511.54
100896,8/09/2017,800
100421,23/02/2018,296
100896,20/04/2018,808.49
100896,20/04/2018,808.49
100698,7/02/2018,5279.44
100500,10/04/2018,694.31
100896,20/04/2018,803.55
100622,22/03/2018,50
100973,23/07/2018,3502.56
100973,31/10/2017,2854.66
100601,23/08/2017,796.17
100412,20/02/2018,39.19
100312,20/03/2018,2310.4
100412,29/06/2018,2101.52
100601,2/01/2019,1058.61
100119,7/01/2019,1056.62
100309,27/12/2018,395.85
100693,17/12/2018,973.75
100479,10/12/2018,183.21
100640,21/12/2018,578.82
100900,16/11/2018,1544.52
100900,14/05/2018,1051.89
100601,4/04/2018,249.88
100884,9/05/2018,511.53
100900,12/04/2018,993.37
100263,3/01/2018,672.6
100156,8/08/2018,1541.51
100781,20/11/2018,1332.39
100237,4/07/2017,285
100603,3/07/2017,2957.37
100215,30/08/2017,35533.41
100795,10/08/2018,1824
100739,2/03/2018,5.9
100215,4/09/2018,12613.63
100027,26/11/2018,2000
100103,14/08/2018,4283.17
100517,1/10/2018,266
100237,3/10/2018,380
100781,17/10/2018,863.37
100739,5/02/2018,12130.68
100859,29/03/2018,416.1
100681,27/07/2018,152.93
100739,3/11/2017,12061.54
100103,4/01/2019,1268.17
100395,28/12/2018,578.39
100751,12/12/2018,1301.33
100156,13/02/2018,1715.03
100785,25/01/2018,159.6
100993,5/04/2018,526.68
100103,8/12/2017,866.88
100795,15/03/2018,1710
100781,23/03/2018,1319.06
100727,15/03/2018,2503.64
100446,18/06/2018,410
100580,2/05/2018,848.37
100981,14/03/2018,1230.72
100580,27/11/2018,100.21
100981,2/11/2018,636.48
100488,8/11/2018,332.51
100993,11/12/2018,236.08
100681,2/08/2017,49.12
100103,14/07/2017,4234.84
100580,3/08/2017,991.04
100981,28/08/2017,1369.92
100215,20/04/2018,19263.68
100739,6/04/2018,12253.13
100981,16/05/2018,1234.55
100795,15/06/2018,1094.4
100739,4/06/2018,11494.9
100580,30/07/2018,2421.6
100446,30/08/2017,1199.87
100519,2/10/2017,456
100859,30/04/2018,393
100681,29/01/2018,191.21
100488,8/01/2019,332.51
100103,12/07/2018,4283.17
100981,30/07/2018,2382.32
100751,15/06/2018,1301.33
100681,23/10/2018,431.05
100580,30/10/2018,250.53
100791,23/07/2018,84.84
100795,22/12/2017,1368
100781,25/07/2017,844.43
100209,12/04/2018,306.54
100027,1/05/2018,722.24
100446,18/06/2018,410
100603,9/08/2018,909.96
100215,28/11/2017,29578.79
100960,27/09/2017,988
100795,9/10/2017,1368
100781,18/05/2018,1271.11
100519,25/06/2018,456
100597,2/07/2018,200.26
100519,27/12/2017,456
100795,12/09/2018,1094.4
100727,13/07/2018,1405.76
100395,26/06/2018,437.44
100237,28/06/2018,380
100519,25/06/2018,570
100739,3/08/2018,490.72
100517,1/10/2018,558.6
100960,19/04/2018,866.4
100791,9/04/2018,339.36
100795,11/08/2017,2066.25
100568,28/11/2018,462.86
100727,27/11/2018,4875.09
100237,2/11/2018,380
100209,14/11/2018,468.13
100859,25/10/2018,559.36
100103,17/05/2018,883.17
100739,4/12/2017,9941.95
100156,13/02/2018,16408.96
100378,13/10/2017,189
100103,14/02/2018,866.88
100209,6/07/2018,297.56
100027,27/06/2018,1548.16
100568,26/07/2018,401.92
100446,24/09/2018,410
100215,10/09/2018,346.56
100156,31/10/2018,1111.31
100785,2/11/2018,7982.81
100859,1/10/2018,462.08
100568,28/09/2018,409.16
100751,12/12/2018,1301.33
100252,27/11/2017,59.2
100859,29/09/2017,433.2
100739,7/08/2017,358.09
100252,27/11/2017,52.95
100739,29/11/2018,175.28
100209,6/02/2018,302.05
100812,14/03/2018,1415.12
100237,2/02/2018,405.33
100785,4/07/2017,3385.8
100739,2/03/2018,12632
100156,1/05/2018,3895.46
100156,27/06/2018,425.97
100209,18/01/2018,310.22
100027,25/01/2018,1460.84
100739,13/09/2018,577.31
100795,16/11/2018,2267.65
100859,20/07/2018,577.6
100209,22/10/2018,329.05
100739,13/09/2018,10027.63
100785,1/05/2018,1276.8
100859,27/02/2018,433.2
100791,28/09/2017,317.68
100252,27/11/2017,51.03
100252,27/11/2017,54.86
100252,27/11/2017,54.86
100252,27/11/2017,51.03
100252,27/11/2017,40.83
100252,27/11/2017,59.2
100252,27/11/2017,253.1
100791,3/07/2017,317.68
100103,10/11/2017,866.88
100603,9/01/2018,2957.37
100215,12/07/2018,637.96
100781,25/07/2018,1441.91
100597,1/10/2018,277.4
100215,26/09/2018,3524.59
100103,13/03/2018,866.88
100795,8/08/2017,1892.4
100237,5/09/2017,380
100446,17/11/2017,1519.26
100781,19/09/2017,1688.58
100519,2/10/2017,456
100795,27/10/2017,1094.4
100727,20/07/2017,3697.19
100209,13/11/2017,450.89
100027,25/01/2018,2300
100727,17/11/2017,4138.57
100727,22/12/2017,4591
100103,11/09/2018,4283.17
100580,26/09/2018,501.07
100981,10/09/2018,775.75
100781,21/09/2018,1349.45
100960,11/10/2018,833.91
100791,15/10/2018,424.2
100681,2/11/2017,316.93
100580,2/08/2017,991.04
100103,20/04/2018,883.17
100580,28/06/2018,1012.61
100727,19/04/2018,2251.04
100395,5/04/2018,553.18
100781,26/04/2018,1315.08
100727,17/08/2017,4001.1
100395,1/08/2017,553.18
100603,4/05/2018,2957.37
100094,21/08/2017,355.34
100568,2/05/2018,401.92
100960,30/05/2018,866.4
100568,27/06/2018,602.88
100859,24/05/2018,524.4
100739,3/05/2018,15461.17
100156,13/02/2018,174.41
100519,27/12/2017,456
100739,8/01/2019,7549.35
100859,20/12/2018,419.52
100795,11/12/2018,1569.4
100237,6/03/2018,405.33
100209,13/03/2018,314.01
100027,1/05/2018,2000
100739,8/09/2017,27.55
100215,20/04/2018,2065.94
100740,24/07/2017,1413.41
100237,10/04/2018,506.67
100791,20/04/2018,424.2
100785,5/07/2018,8771.86
100871,4/07/2018,630.42
100156,18/01/2018,14163.41
100739,9/10/2017,738.32
100785,25/01/2018,7284.88
100739,3/11/2017,28.2
100859,21/12/2017,393.3
100795,4/10/2017,1578.9
100781,17/08/2018,1616.25
100156,1/05/2018,624.36
100739,3/08/2018,15417.47
100156,31/10/2018,487.91
100580,5/10/2017,991.04
100981,9/11/2017,1343.72
100395,28/09/2017,553.18
100237,4/10/2017,304
100727,21/09/2017,5406.55
100859,3/07/2017,388.36
100094,26/04/2018,47.02
100156,5/07/2017,8992.23
100739,5/02/2018,355.49
100252,27/11/2017,52.89
100993,8/09/2017,378.53
100859,19/10/2017,416.1
100739,28/06/2018,11416.66
100215,27/07/2018,1533.3
100568,30/08/2018,407.7
100960,11/10/2018,1083
100791,27/08/2018,339.36
100488,8/08/2018,332.51
100215,20/07/2018,438.47
100727,17/09/2018,3494.2
100395,5/09/2018,578.39
100237,7/09/2018,475
100859,23/08/2018,462.08
100488,7/09/2018,332.51
100984,7/08/2018,3054.02
100156,1/05/2018,7557.51
100103,9/10/2017,4266.88
100252,27/11/2017,52.53
100785,4/07/2017,824.75
100993,11/07/2017,215.51
100156,27/06/2018,561.15
100859,29/01/2018,416.1
100106,25/09/2017,2600.15
100603,3/11/2017,304
100812,20/09/2017,1257.11
100215,21/12/2017,42378.57
100094,19/01/2018,316.46
100739,9/01/2018,14850.36
100568,30/01/2018,401.92
100103,3/01/2018,1022.58
100446,27/12/2017,1258.95
100215,13/03/2018,4386.62
100781,23/01/2018,1315.58
100960,19/04/2018,1313.45
100791,15/02/2018,424.2
100209,8/12/2017,293.3
100027,25/01/2018,2300
100981,1/01/2018,1538.4
100395,30/11/2017,553.18
100237,5/12/2017,506.67
100446,27/12/2017,1684.44
100781,22/12/2017,1389.32
100568,24/05/2018,401.92
100156,31/10/2018,639.84
100156,27/06/2018,8288.3
100215,31/07/2018,2788.58
100599,1/08/2018,616.89
100727,19/07/2018,362.58
100103,11/10/2018,4283.17
100027,26/11/2018,1301.8
100215,8/06/2018,3024.83
100446,31/07/2017,1160.03
100215,28/06/2018,4218.31
100859,25/06/2018,416.1
100156,18/01/2018,205.78
100103,11/09/2017,4266.88
100580,4/10/2017,991.04
100981,22/09/2017,1768.9
100785,1/05/2018,7007.39
100812,2/03/2018,1672.03
100960,30/07/2018,866.4
100791,18/07/2018,339.36
100215,9/08/2018,1548.23
100215,14/09/2018,1107.03
100517,19/07/2018,532.4
100795,15/05/2018,1094.4
100519,16/03/2018,456
100395,5/03/2018,456.16
100103,16/11/2018,983.17
100395,2/11/2018,578.39
100791,18/12/2018,339.36
100209,10/10/2017,300.6
100027,29/09/2017,1076.92
100795,19/01/2018,1094.4
100727,19/10/2017,4259.88
100446,17/11/2017,1361.31
100781,23/10/2017,1359.55
100791,25/10/2017,397.1
100446,31/07/2017,1642.48
100960,12/07/2017,790.4
100791,13/07/2017,397.1
100661,3/07/2017,503.64
100378,24/07/2017,129
100027,1/05/2018,2000
100568,28/02/2018,401.92
100215,8/06/2018,24874.42
100209,8/06/2018,451.58
100027,27/06/2018,800
100103,13/06/2018,1683.17
100981,18/06/2018,1557.55
100519,25/06/2018,456
100795,5/12/2017,1856.78
100981,16/05/2018,1246.04
100960,30/05/2018,866.4
100791,6/06/2018,339.36
100743,7/11/2017,329.08
100960,14/02/2018,1712.54
100791,3/01/2018,339.36
100859,24/11/2017,416.1
100993,31/01/2018,519.37
100740,16/03/2018,1419.54
100739,29/11/2018,4562.66
100812,2/03/2018,1672.03
100739,4/12/2017,56.39
100237,3/12/2018,475
100580,18/12/2018,501.07
100981,13/12/2018,795.6
100488,7/12/2018,332.51
100727,20/12/2018,4169.28
100568,2/01/2019,409.16
100395,4/12/2018,578.39
100103,12/12/2018,983.17
100751,12/12/2018,1301.33
100395,8/09/2017,553.18
100727,22/02/2018,3445.3
100395,6/02/2018,553.18
100781,15/02/2018,1902.58
100960,19/04/2018,932.57
100791,7/03/2018,339.36
100103,10/08/2017,4266.88
100580,3/10/2017,1238.8
100981,28/08/2017,1415.12
100488,6/07/2018,122.77
100751,17/05/2018,1301.33
100209,15/05/2018,306.54
100027,27/06/2018,800
100209,17/08/2018,312.02
100816,21/09/2018,486.4
100488,8/10/2018,332.51
100568,29/10/2018,405.79
100960,11/10/2018,863.08
100751,18/09/2018,1301.33
100816,24/10/2018,729.6
100519,2/10/2017,570
100960,22/11/2017,822.51
100209,12/09/2017,299.14
100027,29/09/2017,2250
100727,21/06/2018,1747.58
100395,1/06/2018,553.18
100781,13/06/2018,1647.02
100960,27/06/2018,1083
100791,21/06/2018,339.36
100209,7/08/2017,282.57
100027,29/09/2017,2250
100237,3/08/2017,247
100795,8/08/2018,1094.4
100727,18/05/2018,1463.68
100395,1/05/2018,553.18
100237,4/05/2018,456
100446,24/09/2018,410
100751,19/07/2018,1301.33
100517,1/10/2018,532
100981,2/11/2018,626.96
100727,18/10/2018,2795.36
100791,21/11/2018,339.36
100727,7/09/2018,2212.73
100209,10/09/2018,324.99
100597,1/10/2018,277.4
100599,2/11/2018,609.63
100751,15/08/2018,1301.33
100603,3/11/2017,605.96
100237,1/06/2018,380
100446,18/06/2018,410
100781,21/08/2017,1031.41
100960,3/08/2017,796.48
100791,28/08/2017,317.68
100859,25/07/2017,433.2
100871,7/05/2018,1032.84
100209,12/07/2017,292.42
100993,11/07/2017,760.81
100519,16/03/2018,570
100743,18/08/2017,300.39
100580,20/03/2018,3579.99
100812,14/03/2018,1636.73
100395,7/11/2017,553.18
100237,9/11/2017,380
100981,5/02/2018,1230.72
100795,29/03/2018,1094.4
100727,18/01/2018,3138.14
100395,28/12/2017,553.18
100237,10/01/2018,405.33
100519,27/12/2017,570
100580,29/08/2018,626.33
100981,10/09/2018,620.6
100395,6/08/2018,578.39
100237,1/08/2018,380
100597,1/10/2018,277.4
100739,9/10/2018,9049.15
100395,1/10/2018,578.39
100437,5/11/2018,847.85
100580,2/05/2018,1619.56
100981,14/03/2018,923.04
100795,4/04/2018,1368
100519,16/03/2018,456
100681,24/04/2018,188.14
100981,9/11/2017,1230.72
100795,20/02/2018,1453.5
100446,17/11/2017,1196.23
100781,23/11/2017,1728.2
100960,22/11/2017,806.36
100791,22/11/2017,328.52
100599,1/08/2018,1071.38
100156,31/10/2018,10877.47
100739,1/11/2018,3214.56
100739,9/10/2017,7642.97
100739,8/09/2017,7344.68
100156,18/01/2018,1393.16
100094,6/11/2017,534.36
100859,25/08/2017,541.5
100156,23/01/2018,1647.95
100739,4/12/2017,222.64
100215,4/01/2018,295.12
100156,1/05/2018,1091.72
100739,7/08/2017,6569.81
100785,2/11/2017,5014.51
100739,2/03/2018,590.26
100739,6/04/2018,168.98
100781,24/12/2018,1179.71
100859,29/11/2018,443.84
100597,27/06/2018,900.6
100597,2/07/2018,869.44
100597,27/06/2018,179.08
100517,21/06/2018,1170.4
100895,19/10/2018,672.3
100668,30/10/2018,1866.35
100250,7/12/2018,852.15
100969,6/12/2018,6420.99
100092,9/11/2018,459.04
100797,4/12/2018,130.82
100515,20/09/2017,270.94
100047,31/07/2017,1473.98
100821,4/07/2017,178.6
100641,5/07/2017,690.98
100476,26/04/2018,3239.4
100803,16/01/2018,190.04
100847,3/10/2017,2420.31
100856,1/06/2018,318.51
100004,19/06/2018,5749.73
100969,18/06/2018,5123.05
100092,14/06/2018,386.08
100452,31/05/2018,678.14
100139,2/07/2018,482.31
100139,21/08/2018,482.31
100214,8/11/2018,1023.08
100621,11/10/2018,177.88
100182,5/10/2018,523.45
100998,16/10/2018,1382.33
100393,27/04/2018,635.54
100250,17/05/2018,681.72
100020,22/05/2018,722
100595,4/04/2018,1248.49
100656,10/09/2018,1462.24
100476,10/10/2017,3267.5
100512,17/05/2018,971.93
100250,16/02/2018,681.72
100020,31/01/2018,1175.03
100393,3/04/2018,1058.62
100419,13/12/2017,669.43
100139,11/12/2017,473.39
100478,3/08/2018,718.58
100621,17/07/2018,194.51
100969,29/03/2018,4271.57
100174,8/03/2018,428.42
100515,17/04/2018,1623.4
100450,18/02/2018,400
100139,20/03/2018,482.31
100092,13/03/2018,218.88
100856,1/11/2018,248.22
100004,9/11/2018,4088.04
100998,16/11/2018,2435.96
100430,10/12/2018,143.44
100020,31/10/2017,1010.8
100895,25/09/2017,2985.21
100515,20/09/2017,913.35
100512,10/07/2017,1846.67
100553,20/07/2017,1117.21
100353,21/07/2017,1404.25
100242,31/08/2017,4172.04
100243,8/11/2017,1671.76
100856,3/04/2018,282.33
100004,2/05/2018,4568.78
100969,9/04/2018,4141.05
100944,27/07/2017,739.93
100699,20/11/2017,209.4
100895,20/02/2018,420.19
100821,31/08/2017,163.4
100797,20/04/2018,115.52
100856,2/07/2018,201.28
100004,28/06/2018,3995
100400,14/08/2018,2188.8
100515,13/08/2018,2051.21
100242,1/11/2018,14737.85
100656,2/11/2018,731.12
100419,11/12/2018,477.02
100856,28/09/2018,212.4
100004,4/10/2018,3791.64
100419,21/09/2017,684.65
100139,18/09/2017,710.09
