Employer_No,Cash_Received_Date,Total_Amt
100076,5/12/2018,3839.03
100183,1/11/2018,7050
100404,28/08/2017,2220.76
100183,20/10/2017,350
100404,9/10/2017,2220.76
100881,20/03/2018,660.3
100076,6/02/2018,677.5
100404,30/01/2018,1851.67
100390,21/02/2018,6522
100505,13/02/2018,206.03
100396,13/02/2018,8050
100408,24/05/2018,178.64
100410,17/05/2018,208.05
100404,18/07/2017,2220.76
100922,30/11/2017,270
100367,5/03/2018,598.14
100390,3/07/2017,4397.22
100297,9/03/2018,366.94
100518,17/12/2018,314.64
100505,17/12/2018,414.44
100521,19/12/2018,820
100705,17/12/2018,1122.85
100509,5/12/2018,802.36
100532,24/12/2018,207.17
100187,4/01/2019,233.7
100191,4/12/2018,446.97
100367,3/01/2018,807.76
100590,7/06/2018,2475.52
100367,1/12/2017,598.86
100509,13/06/2018,641.75
100520,30/07/2018,843.45
100726,13/12/2018,44646.82
100057,30/10/2018,8263.81
100007,16/10/2018,289.28
100001,19/12/2018,318.26
100304,8/10/2018,427.06
100069,15/03/2018,1144.3
100782,26/11/2018,300.07
100384,4/10/2017,4541.08
100956,26/09/2017,631.76
100268,4/10/2017,417.52
100433,22/11/2017,562.67
100433,22/11/2017,313.48
100520,13/11/2017,830.67
100433,8/08/2018,1743.95
100337,13/10/2017,1893.09
100007,17/04/2018,241.07
100007,31/10/2017,634.42
100671,21/08/2017,791.1
100283,11/05/2018,707.52
100318,20/12/2018,1246.78
100091,25/12/2018,239.4
100283,14/11/2017,353.76
100007,31/07/2017,785.65
100704,9/08/2018,3126.4
100091,24/08/2018,239.4
100001,9/10/2018,325.39
100840,7/08/2018,963.01
100809,18/09/2018,683.05
100327,6/09/2018,173.48
100936,4/10/2018,1802.28
100840,29/08/2018,475
100571,25/09/2018,3446.71
100704,5/09/2018,4284.28
100782,17/08/2018,370.87
100936,12/07/2018,1798.69
100007,17/04/2018,226.1
100276,13/03/2018,183.16
100704,17/12/2018,829.54
100704,17/12/2018,130.51
100936,31/05/2018,1904.04
100840,22/09/2017,380
100304,7/11/2017,257.21
100354,19/10/2017,1634.86
100433,22/11/2017,1469.51
100936,8/01/2018,420.15
100007,30/01/2018,522.36
100007,30/01/2018,615.46
100007,30/01/2018,607.48
100007,30/01/2018,582.54
100007,30/01/2018,67.64
100007,30/01/2018,57
100007,30/01/2018,229.43
100007,30/01/2018,93.96
100936,27/12/2018,1802.28
100936,22/09/2017,950
100809,26/09/2017,2072.59
100276,21/12/2017,76
100936,22/02/2018,1442.64
100337,18/05/2018,714.3
100337,3/08/2018,174.63
100057,2/11/2017,1286.62
100840,22/09/2017,744.18
100809,21/11/2017,2063.32
100318,1/01/2018,1124.9
100304,20/12/2017,630.5
100118,15/01/2018,1021.6
100276,30/01/2018,2210.39
100571,29/01/2018,3926.86
100069,11/01/2018,1443.69
100163,15/01/2018,1967.45
100037,18/01/2018,633.33
100318,5/12/2017,1174.85
100384,4/12/2017,4572.52
100571,27/12/2017,4865.85
100956,5/12/2017,631.76
100069,13/12/2017,2084.14
100036,4/12/2017,665
100208,29/12/2017,2250.3
100551,14/12/2017,6250
100551,14/02/2018,267.44
100304,12/02/2018,309.06
100304,3/04/2018,644.49
100936,21/03/2018,347
100571,26/02/2018,4519.66
100569,9/05/2018,1132.14
100726,23/01/2018,44772.56
100372,25/01/2018,1748
100057,25/01/2018,840.08
100433,22/11/2017,508.82
100936,11/01/2018,1292.33
100007,31/10/2017,555.94
100007,31/10/2017,618.12
100007,31/10/2017,501.08
100840,14/11/2018,884.93
100840,29/11/2018,832.88
100192,27/04/2018,789.8
100840,27/03/2018,475
100163,6/07/2018,1546.13
100809,1/08/2017,683.05
100433,22/11/2017,270.65
100809,27/02/2018,546.44
100809,27/02/2018,662.34
100840,27/02/2018,672.31
100936,24/08/2017,950
100840,25/08/2017,744.18
100318,2/07/2018,1439.15
100971,5/11/2018,852.92
100784,27/09/2018,1276.8
100576,8/10/2018,683.59
100118,18/10/2018,433.13
100809,17/04/2018,546.44
100809,17/04/2018,215.88
100936,8/02/2018,1439.05
100778,22/08/2017,2208.51
100433,5/07/2017,1516.5
100778,19/07/2018,2884.42
100956,5/06/2018,631.76
100376,2/05/2018,260.5
100376,2/05/2018,278.28
100433,22/10/2018,1744.2
100337,16/02/2018,914.17
100433,18/04/2018,2387.06
100007,16/10/2018,264.34
100936,23/08/2018,1802.28
100704,8/11/2018,6389.15
100778,27/11/2017,2059.11
100384,7/09/2017,5302.83
100671,20/09/2017,649.25
100276,10/07/2017,484.2
100433,22/11/2017,661.05
100433,22/11/2017,68.4
100809,22/01/2018,2674.74
100118,6/09/2017,1009.84
100726,5/12/2017,40742.15
100163,16/10/2017,800.85
100778,30/07/2018,2466.37
100778,25/04/2018,1875.46
100956,28/02/2018,631.76
100994,5/12/2018,2283.76
100551,19/11/2018,9061.2
100571,26/10/2017,2556.35
100069,12/10/2017,863.44
100671,19/10/2017,616.61
100571,23/08/2017,2458.29
100809,1/08/2017,444.75
100671,20/07/2017,659.6
100576,10/07/2017,464.43
100314,17/07/2017,235.05
100177,4/07/2017,2863.63
100268,17/07/2017,319.62
100037,18/01/2018,633.33
100704,10/05/2018,3276.33
100304,11/06/2018,805.75
100576,2/07/2018,549.87
100314,16/07/2018,74.94
100778,12/10/2017,2055.88
100036,27/07/2017,532
100372,18/09/2017,655.5
100268,14/08/2017,350.94
100384,17/05/2018,2116.64
100208,11/05/2018,1231.93
100569,5/06/2018,107.73
100671,28/05/2018,540.77
100576,14/05/2018,371.54
100314,13/06/2018,19.7
100809,19/12/2017,161.91
100037,18/01/2018,633.33
100671,21/12/2017,540.77
100576,11/12/2017,371.54
100936,16/11/2017,950
100384,31/12/2018,4472.48
100704,17/12/2018,3625.19
100671,24/12/2018,1125.38
100283,9/01/2018,352.25
100971,18/04/2018,594.23
100782,23/04/2018,123.24
100809,26/03/2018,546.44
100417,24/01/2018,1495.3
100936,30/11/2017,950
100283,11/04/2018,707.52
100551,14/12/2017,383.54
100283,12/12/2017,437.63
100809,19/12/2017,683.05
100840,28/12/2017,475
100809,13/06/2018,2039.71
100318,14/12/2018,1246.78
100551,13/12/2018,7163.32
100304,10/12/2018,657.02
100576,7/12/2018,854.49
100037,30/11/2018,633.33
100001,31/08/2018,394.26
100276,19/09/2017,3435.84
100318,16/02/2018,1279.93
100069,15/02/2018,324.2
100551,14/02/2018,5840
100551,14/06/2018,7694.66
100384,9/08/2017,3800.38
100956,1/08/2017,631.76
100551,9/08/2017,6691.5
100576,7/08/2017,371.54
100314,7/09/2017,188.04
100001,21/05/2018,121.6
100671,22/01/2018,540.77
100778,18/09/2018,2518.14
100936,15/06/2018,342.35
100283,12/10/2018,1487.03
100433,8/08/2018,1026
100994,5/12/2018,151.62
100704,4/10/2018,2245.67
100069,19/10/2018,270.13
100037,25/10/2018,633.33
100091,10/10/2018,239.4
100778,10/10/2018,3130.64
100520,29/10/2018,262.71
100949,8/11/2018,9004.03
100014,2/05/2018,149.62
100036,4/10/2017,494
100208,10/10/2017,2217.42
100037,20/09/2017,633.33
100576,23/10/2017,464.43
100314,14/11/2017,159.76
100956,29/08/2017,631.76
100726,3/08/2017,37819.73
100069,12/10/2017,324.48
100276,19/09/2017,114
100569,9/05/2018,221.45
100551,11/04/2018,6110.25
100433,8/08/2018,798.11
100318,11/06/2018,1529.02
100069,26/06/2018,1264.99
100036,7/06/2018,762.28
100372,5/07/2018,437
100037,17/05/2018,633.33
100778,30/05/2018,2037.94
100571,28/05/2018,4489.61
100037,23/04/2018,633.33
100782,22/05/2018,322.5
100840,20/09/2018,884.93
100936,20/09/2018,1802.28
100571,27/08/2018,4188.85
100840,24/07/2018,475
100007,20/07/2018,244.39
100007,20/07/2018,275.98
100007,20/07/2018,129.68
100036,5/09/2018,665
100372,11/10/2018,456
100037,25/10/2018,633.33
100576,5/09/2018,809.43
100091,24/08/2018,239.4
100001,31/10/2018,394.26
100283,30/07/2018,1111.85
100283,30/07/2018,93.86
100283,12/02/2018,669.44
100994,5/12/2018,2677.78
100994,5/12/2018,2239.95
100007,16/10/2018,280.96
100007,16/10/2018,277.64
100007,16/10/2018,252.7
100007,16/10/2018,279.3
100809,30/10/2018,2396.87
100936,18/10/2018,1802.28
100840,23/10/2018,387.31
100671,7/11/2018,1406.73
100571,18/09/2017,718.44
100840,4/08/2017,744.18
100936,14/12/2017,950
100936,27/07/2017,950
100571,25/06/2018,5372.15
100007,20/07/2018,232.75
100704,7/06/2018,3424.73
100782,21/06/2018,253
100337,27/10/2017,1611.47
100354,29/08/2017,440.04
100069,18/08/2017,590.66
100746,20/02/2018,7.7
100936,5/04/2018,1790.32
100276,29/06/2018,121.6
100208,5/07/2017,2728.57
100304,7/07/2017,312.49
100726,10/10/2017,37779.45
100314,17/07/2017,205.28
100956,2/04/2018,631.76
100372,11/05/2018,437
100208,11/05/2018,2429.06
100037,23/04/2018,633.33
100778,19/02/2018,3220
100384,15/01/2018,4033.11
100956,25/12/2017,947.64
100036,25/01/2018,629.28
100208,29/12/2017,2219.93
100551,24/01/2018,7300
100576,25/12/2017,613.04
100520,27/08/2018,242.81
100318,1/10/2018,1246.78
100208,11/10/2018,1662.03
100778,21/11/2018,3159.27
100384,2/02/2018,2928.78
100956,31/01/2018,631.76
100163,20/04/2018,1518.34
100057,30/04/2018,1137.17
100036,26/04/2018,1064
100576,9/04/2018,464.43
100671,20/02/2018,675.96
100318,20/11/2017,1113.87
100384,3/11/2017,4022.42
100571,29/11/2017,2881.14
100069,16/11/2017,2238.02
100551,17/11/2017,8325
100671,21/11/2017,675.96
100576,6/11/2017,371.54
100314,11/12/2017,129.89
100936,14/06/2018,2149.85
100283,6/11/2018,1485.66
100671,7/09/2018,675.96
100327,6/09/2018,4132.5
100936,6/09/2018,1802.28
100384,24/08/2018,106.68
100007,20/07/2018,257.69
100671,11/12/2018,1125.38
100809,30/10/2018,546.44
100384,3/10/2018,5798.97
100007,16/10/2018,274.31
100671,3/10/2018,540.77
100936,15/06/2018,342.35
100276,27/07/2018,1086.77
100337,18/05/2018,234.31
100433,8/08/2018,2020.18
100840,18/10/2018,832.88
100304,10/12/2018,821.28
100007,31/10/2017,555.61
100840,25/08/2017,380
100192,26/10/2017,762.97
100007,31/07/2017,579.22
100007,30/01/2018,511.72
100936,19/04/2018,1797.85
100283,10/07/2017,353.76
100936,13/07/2017,950
100840,23/01/2018,219.23
100276,31/01/2018,1252.12
100036,2/02/2018,625.62
100372,28/02/2018,437
100208,12/02/2018,719.55
100007,31/07/2017,638.17
100376,2/05/2018,1534.62
100520,10/05/2018,830.67
100276,4/06/2018,3043.96
100809,13/06/2018,683.05
100809,18/05/2018,1928.25
100840,4/08/2017,380
100276,18/08/2017,2293.29
100576,14/05/2018,401.25
100936,8/03/2018,1442.64
100936,3/05/2018,1798.69
100520,6/12/2018,355.22
100528,7/12/2018,913.42
100956,31/12/2018,653.4
100956,30/11/2018,653.4
100936,28/12/2017,950
100036,14/12/2018,532
100782,28/12/2018,326.48
100091,30/11/2018,299.25
100936,22/03/2018,1790.32
100809,22/01/2018,546.44
100376,7/03/2018,1150.92
100376,7/03/2018,10.78
100936,25/01/2018,1439.05
100283,19/03/2018,892.56
100433,22/05/2018,294.99
100433,22/05/2018,1127.6
100433,22/05/2018,285.48
100283,14/06/2018,891.8
100283,14/06/2018,186.95
100654,21/11/2017,1450
100654,21/11/2017,712.5
100654,21/11/2017,634.15
100654,21/11/2017,1160
100654,21/11/2017,867.8
100654,21/11/2017,1265.22
100654,21/11/2017,868.1
100654,21/11/2017,1450
100654,21/11/2017,1125.39
100654,21/11/2017,1004.8
100654,21/11/2017,1213.89
100654,21/11/2017,691.71
100654,21/11/2017,709.1
100654,21/11/2017,1096.15
100654,21/11/2017,1491.86
100654,21/11/2017,1001.05
100654,21/11/2017,1229.07
100654,21/11/2017,596.76
100654,21/11/2017,691.83
100654,21/11/2017,1301.37
100654,21/11/2017,580.73
100654,21/11/2017,1278.85
100654,21/11/2017,2403.8
100654,21/11/2017,1025
100654,21/11/2017,1918.7
100654,21/11/2017,749.05
100654,21/11/2017,1450
100654,21/11/2017,948.38
100654,21/11/2017,1573.34
100654,21/11/2017,354.2
100654,16/02/2018,1907.73
100355,1/05/2018,247
100910,5/12/2017,239.28
100272,7/08/2017,8314.4
100817,2/02/2018,357.72
100808,26/04/2018,1555.64
100654,13/04/2018,1902.32
100654,13/04/2018,2160
100654,13/04/2018,1923.12
100654,13/04/2018,1760
100654,13/04/2018,2820
100654,13/04/2018,1823.48
100654,13/04/2018,1202.07
100654,13/04/2018,1154.81
100654,13/04/2018,1582.84
100654,13/04/2018,1921.2
100654,13/04/2018,1949.01
100654,13/04/2018,1497.13
100654,13/04/2018,1609.75
100654,13/04/2018,1772
100654,13/04/2018,1921.36
100654,13/04/2018,1920
100654,13/04/2018,1760
100654,13/04/2018,1920
100654,13/04/2018,1923.17
100654,13/04/2018,4829.63
100654,13/04/2018,1067.8
100654,13/04/2018,1607.68
100654,13/04/2018,643.08
100654,13/04/2018,820
100654,13/04/2018,1348.36
100654,13/04/2018,913.48
100654,13/04/2018,548.08
100654,13/04/2018,1315.4
100654,13/04/2018,913.48
100654,13/04/2018,567.28
100654,13/04/2018,1034.44
100654,13/04/2018,1534.96
100654,13/04/2018,839.62
100654,13/04/2018,1278.84
100654,13/04/2018,1461.52
100654,13/04/2018,889.18
100654,13/04/2018,958.95
100654,13/04/2018,1012.18
100654,13/04/2018,629.57
100654,13/04/2018,1160
100654,13/04/2018,2083.33
100654,13/04/2018,1108.33
100654,13/04/2018,1160
100654,13/04/2018,1211.28
100654,13/04/2018,862.32
100654,13/04/2018,580
100654,13/04/2018,266.96
100654,13/04/2018,1201.28
100654,13/04/2018,710.82
100654,13/04/2018,191.83
100654,13/04/2018,840.4
100654,13/04/2018,1084.47
100654,13/04/2018,803.84
100654,13/04/2018,600.64
100654,13/04/2018,669.87
100654,13/04/2018,328.84
100654,13/04/2018,718.05
100654,13/04/2018,1160
100654,13/04/2018,1160
100654,13/04/2018,93.43
100654,13/04/2018,694.24
100654,13/04/2018,773.3
100654,13/04/2018,729.44
100654,13/04/2018,1265.22
100654,13/04/2018,1023.08
100654,13/04/2018,673.03
100654,13/04/2018,803.84
100654,13/04/2018,800.84
100654,13/04/2018,1213.89
100654,13/04/2018,1160
100654,13/04/2018,825.63
100654,13/04/2018,829.09
100654,13/04/2018,1141.21
100654,13/04/2018,1160
100654,13/04/2018,36.54
100654,13/04/2018,1234.64
100654,13/04/2018,365.4
100654,13/04/2018,2083.33
100654,13/04/2018,362.03
100654,13/04/2018,1023.08
100654,13/04/2018,507.06
100654,13/04/2018,758.11
100654,13/04/2018,1229.07
100654,13/04/2018,820
100654,13/04/2018,945.5
100654,13/04/2018,1923.04
100654,13/04/2018,848.34
100654,13/04/2018,1534.96
100654,13/04/2018,46.72
100654,13/04/2018,569.28
100654,13/04/2018,1388.48
100654,13/04/2018,1227.63
100654,13/04/2018,1373.67
100654,13/04/2018,1193.45
100654,13/04/2018,765.82
100654,13/04/2018,871.77
100654,13/04/2018,873.69
100654,13/04/2018,720.53
100654,13/04/2018,895.64
100654,13/04/2018,1201.28
100654,13/04/2018,467.16
100654,13/04/2018,1462.47
100654,13/04/2018,399.84
100654,13/04/2018,1160.75
100654,13/04/2018,1922.32
100654,13/04/2018,820
100654,13/04/2018,950
100654,13/04/2018,870
100654,13/04/2018,858.64
100654,13/04/2018,1334.72
100654,13/04/2018,690.57
100654,13/04/2018,657.68
100654,13/04/2018,600.64
100654,13/04/2018,1373.67
100654,13/04/2018,1023.08
100654,13/04/2018,934.32
100654,13/04/2018,712.39
100654,13/04/2018,820
100654,13/04/2018,511.52
100654,13/04/2018,694.24
100654,13/04/2018,166.84
100654,13/04/2018,1160
100654,13/04/2018,1059.6
100654,13/04/2018,1096.16
100654,13/04/2018,749.04
100654,13/04/2018,803.84
100654,13/04/2018,438.48
100654,13/04/2018,871.14
100654,13/04/2018,820
100654,13/04/2018,722.98
100654,13/04/2018,1001.04
100654,13/04/2018,1678.84
100654,13/04/2018,292.18
100654,13/04/2018,1277.92
100654,13/04/2018,2083.33
100654,13/04/2018,800.84
100654,13/04/2018,470.67
100654,13/04/2018,962.97
100654,13/04/2018,921.72
100654,13/04/2018,913.48
100654,13/04/2018,298.27
100654,13/04/2018,357.42
100654,13/04/2018,701.68
100654,13/04/2018,1301.37
100654,13/04/2018,1048.33
100654,13/04/2018,903.71
100654,13/04/2018,375.95
100654,13/04/2018,1048.31
100654,13/04/2018,734.12
100654,13/04/2018,939.88
100654,13/04/2018,795.28
100654,13/04/2018,365.94
100654,13/04/2018,367.04
100654,13/04/2018,823.2
100654,13/04/2018,835.24
100654,13/04/2018,713.22
100654,13/04/2018,1334.72
100654,13/04/2018,1923.04
100654,13/04/2018,827.35
100654,13/04/2018,1268
100654,13/04/2018,714.04
100654,13/04/2018,745.4
100654,13/04/2018,1518.24
100654,13/04/2018,1096.16
100654,13/04/2018,729.13
100654,13/04/2018,1001.08
100654,13/04/2018,1004.8
100654,13/04/2018,803.84
100654,13/04/2018,1276.07
100654,13/04/2018,829.09
100654,13/04/2018,540.18
100654,13/04/2018,1607.68
100654,13/04/2018,316.16
100654,13/04/2018,504.5
100654,13/04/2018,1096.16
100654,13/04/2018,1437.29
100654,13/04/2018,292.18
100654,13/04/2018,1023.08
100654,13/04/2018,734.12
100654,13/04/2018,700.72
100654,13/04/2018,967.68
100654,13/04/2018,1101.16
100654,13/04/2018,414.11
100654,13/04/2018,667.36
100654,13/04/2018,433.8
100654,13/04/2018,1107.84
100654,13/04/2018,333.68
100654,13/04/2018,692.03
100654,13/04/2018,803.84
100654,13/04/2018,1048.33
100654,13/04/2018,1134.52
100654,13/04/2018,694.96
100654,13/04/2018,636.02
100654,13/04/2018,820
100654,13/04/2018,906.53
100654,13/04/2018,845.51
100654,13/04/2018,333.68
100654,13/04/2018,802.7
100654,13/04/2018,730.76
100654,13/04/2018,300.24
100654,13/04/2018,762.64
100654,13/04/2018,694.24
100654,13/04/2018,820
100654,13/04/2018,1189.39
100654,13/04/2018,913.48
100654,13/04/2018,1946.52
100654,13/04/2018,914.55
100654,13/04/2018,1105.68
100654,13/04/2018,633.33
100654,13/04/2018,1130.76
100654,13/04/2018,867.58
100654,13/04/2018,730.76
100654,13/04/2018,1920.16
100654,13/04/2018,584.6
100654,13/04/2018,899.69
100654,13/04/2018,1554.41
100654,13/04/2018,867.59
100654,13/04/2018,674.12
100654,13/04/2018,1163.32
100654,13/04/2018,1103.68
100654,13/04/2018,672.92
100654,13/04/2018,917.64
100654,13/04/2018,840.4
100654,13/04/2018,730.76
100654,13/04/2018,852.86
100654,13/04/2018,820
100654,13/04/2018,1192.92
100654,13/04/2018,934.32
100654,13/04/2018,744.17
100654,13/04/2018,1023.08
100654,13/04/2018,595.61
100654,13/04/2018,962.4
100654,13/04/2018,300.32
100654,13/04/2018,903.94
100654,13/04/2018,804.79
100654,13/04/2018,829.09
100654,13/04/2018,1185.17
100654,13/04/2018,1012.18
100654,13/04/2018,513.71
100654,13/04/2018,834.2
100654,13/04/2018,800.84
100654,13/04/2018,859.02
100654,13/04/2018,1839.76
100654,13/04/2018,592.18
100654,13/04/2018,1233.51
100654,13/04/2018,462.26
100654,13/04/2018,1291.91
100654,13/04/2018,1229.07
100654,13/04/2018,876.92
100654,13/04/2018,562.7
100654,13/04/2018,1278.84
100654,13/04/2018,1160
100654,13/04/2018,1034.44
100654,13/04/2018,1265.44
100654,13/04/2018,986.87
100654,13/04/2018,734.12
100654,13/04/2018,542.23
100654,13/04/2018,734.12
100654,13/04/2018,829.09
100654,13/04/2018,401.92
100654,13/04/2018,1334.72
100654,13/04/2018,1922.64
100654,13/04/2018,1132.68
100654,13/04/2018,266.96
100654,13/04/2018,1411.48
100654,13/04/2018,780.67
100654,13/04/2018,820
100654,13/04/2018,1156.77
100654,13/04/2018,1092.5
100654,13/04/2018,876.92
100654,13/04/2018,910.28
100654,13/04/2018,767.89
100654,13/04/2018,1201.28
100654,13/04/2018,820
100654,13/04/2018,516.07
100654,13/04/2018,517.04
100654,13/04/2018,1160
100654,13/04/2018,900.76
100654,13/04/2018,820
100654,13/04/2018,821.93
100654,13/04/2018,400.44
100654,13/04/2018,1156.77
100654,13/04/2018,1001.16
100654,13/04/2018,800.84
100654,13/04/2018,767.48
100654,13/04/2018,2082.86
100654,13/04/2018,1160
100654,13/04/2018,820
100654,13/04/2018,1034.44
100654,13/04/2018,1351.92
100654,13/04/2018,1301.36
100654,13/04/2018,1162.46
100654,13/04/2018,827.12
100654,13/04/2018,833.24
100654,13/04/2018,1187.5
100654,13/04/2018,1160
100654,13/04/2018,87.64
100654,13/04/2018,1034.44
100654,13/04/2018,852.4
100910,5/12/2017,189.52
100654,22/06/2018,1605.13
100654,22/06/2018,1939.17
100654,22/06/2018,1760
100654,22/06/2018,2820
100654,22/06/2018,2160
100654,22/06/2018,1820.95
100654,22/06/2018,1693.21
100654,22/06/2018,1376.04
100654,22/06/2018,1113.11
100654,22/06/2018,1293.89
100654,22/06/2018,1589.09
100654,22/06/2018,1533.35
100654,22/06/2018,1850.07
100654,22/06/2018,1920
100654,22/06/2018,1976.75
100654,22/06/2018,1762.38
100654,22/06/2018,1920
100654,22/06/2018,1820
100654,22/06/2018,1607.69
100654,22/06/2018,1169.24
100654,22/06/2018,1067.8
100654,22/06/2018,1534.95
100654,22/06/2018,1348.36
100654,22/06/2018,840.26
100654,22/06/2018,913.47
100654,22/06/2018,548.08
100654,22/06/2018,1034.43
100654,22/06/2018,820
100654,22/06/2018,1315.39
100654,22/06/2018,567.27
100654,22/06/2018,820
100654,22/06/2018,962.68
100654,22/06/2018,1461.53
100654,22/06/2018,836.77
100654,22/06/2018,913.47
100654,22/06/2018,1278.84
100654,22/06/2018,1108.33
100654,22/06/2018,1175.15
100654,22/06/2018,1160
100654,22/06/2018,266.95
100654,22/06/2018,1160
100654,22/06/2018,1012.18
100654,22/06/2018,587.92
100654,22/06/2018,862.31
100654,22/06/2018,1211.28
100654,22/06/2018,2083.33
100654,22/06/2018,934.32
100654,22/06/2018,840.38
100654,22/06/2018,663.75
100654,22/06/2018,1084.47
100654,22/06/2018,767.31
100654,22/06/2018,1201.26
100654,22/06/2018,820
100654,22/06/2018,735.76
100654,22/06/2018,594.91
100654,22/06/2018,570.74
100654,22/06/2018,1160
100654,22/06/2018,600.64
100654,22/06/2018,1265.22
100654,22/06/2018,694.24
100654,22/06/2018,870.83
100654,22/06/2018,1160
100654,22/06/2018,1160
100654,22/06/2018,433.8
100654,22/06/2018,1160
100654,22/06/2018,1023.08
100654,22/06/2018,824.68
100654,22/06/2018,477.17
100654,22/06/2018,803.84
100654,22/06/2018,800.84
100654,22/06/2018,365.39
100654,22/06/2018,823.53
100654,22/06/2018,1160
100654,22/06/2018,1201.27
100654,22/06/2018,571.66
100654,22/06/2018,730.76
100654,22/06/2018,1213.89
100654,22/06/2018,620.22
100654,22/06/2018,1234.64
100654,22/06/2018,530.45
100654,22/06/2018,340.83
100654,22/06/2018,2083.33
100654,22/06/2018,1385.07
100654,22/06/2018,900.95
100654,22/06/2018,1534.95
100654,22/06/2018,1058.02
100654,22/06/2018,1943.85
100654,22/06/2018,863.67
100654,22/06/2018,820.08
100654,22/06/2018,1160
100654,22/06/2018,506.08
100654,22/06/2018,847
100654,22/06/2018,843.64
100654,22/06/2018,662.23
100654,22/06/2018,1161.86
100654,22/06/2018,1373.67
100654,22/06/2018,1265.22
100654,22/06/2018,410
100654,22/06/2018,1434.84
100654,22/06/2018,1922.31
100654,22/06/2018,1201.27
100654,22/06/2018,950
100654,22/06/2018,467.16
100654,22/06/2018,858.65
100654,22/06/2018,1161.94
100654,22/06/2018,1041.35
100654,22/06/2018,2630.81
100654,22/06/2018,392.06
100654,22/06/2018,1468.21
100654,22/06/2018,643.89
100654,22/06/2018,657.69
100654,22/06/2018,1160
100654,22/06/2018,833.77
100654,22/06/2018,709.08
100654,22/06/2018,694.24
100928,14/07/2017,545.21
100910,5/12/2017,189.52
100910,5/12/2017,189.52
100316,19/09/2017,94.41
100779,1/02/2018,1071
100272,13/02/2018,2046.84
100316,17/05/2018,105.74
100910,4/06/2018,533
100652,11/06/2018,301.67
100246,26/07/2018,2427.92
100134,29/06/2018,339.5
100652,7/08/2017,246.24
100134,9/08/2017,271.3
100654,15/05/2018,1905.12
100654,15/05/2018,1822.53
100817,28/06/2018,319.85
100779,5/07/2018,546.71
100654,22/06/2018,820
100654,22/06/2018,1373.67
100654,22/06/2018,862.65
100654,22/06/2018,600.64
100654,22/06/2018,1023.08
100654,22/06/2018,166.83
100654,22/06/2018,934.32
100654,22/06/2018,820
100654,22/06/2018,584.61
100654,22/06/2018,127.88
100654,22/06/2018,1096.16
100654,22/06/2018,1160
100654,22/06/2018,880.71
100654,22/06/2018,1059.61
100654,22/06/2018,438.47
100654,22/06/2018,1067.8
100654,22/06/2018,921.73
100654,22/06/2018,2083.33
100654,22/06/2018,863.88
100654,22/06/2018,820.62
100654,22/06/2018,207.18
100654,22/06/2018,1202.94
100654,22/06/2018,722.98
100654,22/06/2018,1678.84
100654,22/06/2018,867.57
100654,22/06/2018,297.25
100654,22/06/2018,455.96
100654,22/06/2018,292.27
100654,22/06/2018,855.41
100654,22/06/2018,847.5
100654,22/06/2018,1048.33
100654,22/06/2018,1568.32
100654,22/06/2018,699.04
100654,22/06/2018,3036.53
100654,22/06/2018,367.05
100654,22/06/2018,800.84
100654,22/06/2018,1048.31
100654,22/06/2018,1045
100654,22/06/2018,506.09
100654,22/06/2018,375.95
100654,22/06/2018,939.88
100654,22/06/2018,695.69
100654,22/06/2018,1923.04
100654,22/06/2018,829.25
100654,22/06/2018,795.28
100654,22/06/2018,365.41
100654,22/06/2018,745.39
100654,22/06/2018,827.52
100654,22/06/2018,705.01
100654,22/06/2018,1001.08
100654,22/06/2018,1518.24
100654,22/06/2018,1334.73
100654,22/06/2018,1268
100654,22/06/2018,830.87
100654,22/06/2018,803.84
100654,22/06/2018,1096.16
100654,22/06/2018,582.46
100654,22/06/2018,543.31
100654,22/06/2018,934.32
100654,22/06/2018,1023.08
100654,22/06/2018,830.06
100654,22/06/2018,1096.16
100654,22/06/2018,1004.8
100654,22/06/2018,2577.43
100654,22/06/2018,700.73
100654,22/06/2018,1001.05
100654,22/06/2018,1607.69
100654,22/06/2018,836.3
100654,22/06/2018,1437.29
100654,22/06/2018,288.8
100654,22/06/2018,767.48
100654,22/06/2018,290
100654,22/06/2018,3904.11
100654,22/06/2018,1107.84
100654,22/06/2018,433.8
100654,22/06/2018,820
100654,22/06/2018,1101.16
100654,22/06/2018,726.74
100654,22/06/2018,333.68
100654,22/06/2018,667.36
100654,22/06/2018,694.24
100654,22/06/2018,822.89
100654,22/06/2018,587.92
100654,22/06/2018,467.16
100654,22/06/2018,1048.33
100654,22/06/2018,682.22
100654,22/06/2018,828.93
100654,22/06/2018,803.84
100654,22/06/2018,1134.52
100654,22/06/2018,300.24
100654,22/06/2018,1250.48
100654,22/06/2018,730.77
100654,22/06/2018,641.17
100654,22/06/2018,1168.76
100654,22/06/2018,867.58
100654,22/06/2018,913.47
100654,22/06/2018,1920.16
100654,22/06/2018,1105.67
100654,22/06/2018,633.33
100654,22/06/2018,852.78
100654,22/06/2018,961.52
100654,22/06/2018,859.68
100654,22/06/2018,584.61
100654,22/06/2018,1633.38
100654,22/06/2018,1946.53
100654,22/06/2018,1922.76
100654,22/06/2018,1169.24
100654,22/06/2018,672.92
100654,22/06/2018,830.97
100654,22/06/2018,1160
100654,22/06/2018,617.88
100654,22/06/2018,330.35
100654,22/06/2018,674.13
100654,22/06/2018,934.32
